Interval,Description,Agent,Int Agt ID,Adv,In Ans,In,Out Ans,Out,Tot Tlk (Seconds Value),Avg Tlk (Seconds Value),End On-Hold,Esc,Esc To,In Abnd,Max Concr,Out Fail,OvrFd In,OvrFd Off,All Ans,All,UnMon,Trans In,Trans Out,Unrtrnd,Ans <= 15s,Abnd <= 60s,Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
16/01/2026 (02:00:00 - 02:59:59),Theo Bennett,440797064732.0,,0,0.0,0.0,0.0,0.0,0.0,297.88923355685046,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1100.753823684418,55.54678707412096,1039.1912364268703,0.0,0.0,0.0,0.0,3392.6440662075347,0.0,0.0,207.35593379246524
16/01/2026 (02:00:00 - 02:59:59),Nina Reed,440712872381.0,,0,0.0,0.0,0.0,0.0,0.0,201.14638449705873,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,725.8796455325396,63.94464934891365,656.3439168548941,0.0,0.0,0.0,0.0,3451.452358783059,0.0,0.0,148.54764121694097
16/01/2026 (02:00:00 - 02:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,0.0,0.0,312.2662658298493,156.13313291492466,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,431.3794450512239,40.272868604140484,386.26284392609085,347.6833960033902,25.729665131555695,9.687465041985213,8.26282567488649,3043.3552285748474,355.9462216782767,347.6833960033902,200.69854974687598
16/01/2026 (02:00:00 - 02:59:59),Freya Wright,440705932682.0,,0,0.0,0.0,0.0,0.0,0.0,237.19942060737472,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,917.5446495675394,161.26098164999877,751.0088428657699,0.0,0.0,0.0,0.0,3490.000450710873,0.0,0.0,109.99954928912717
16/01/2026 (03:00:00 - 03:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,170.64884442301715,170.64884442301715,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,507.89745706768974,69.89428942106376,433.00592398447,207.592435719322,31.94634763414886,4.9972436621559915,5.856662846263022,3148.1884341125574,213.44909856558502,207.592435719322,238.36246732185793
16/01/2026 (03:00:00 - 03:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,0.0,0.0,330.5660877138532,330.5660877138532,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,881.9175770939664,48.1927646573397,828.2442183438744,351.29646271616934,15.249780909563857,5.480594092752275,5.338773717323544,2956.6947681025385,356.6352364334929,351.29646271616934,286.6699954639683
16/01/2026 (03:00:00 - 03:59:59),Ruby Bennett,440776845445.0,,0,1.0,1.0,0.0,0.0,262.1746586107962,262.1746586107962,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,728.5073000990235,53.67893805651121,665.007112840043,291.7090036814339,19.713095868168395,9.821249202469279,3.8409883930399937,3082.970281356113,295.5499920744739,291.7090036814339,221.4797265694135
16/01/2026 (03:00:00 - 03:59:59),Theo Bennett,440797064732.0,,0,3.0,3.0,0.0,0.0,516.4465887272845,172.14886290909485,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,1.0,0.0,669.9495595851915,144.39970551793624,517.6900699846683,636.0833722845691,96.05743130952376,23.579352247760852,17.359884462412694,2877.0082856221443,653.4432567469818,636.0833722845691,69.54845763087422
16/01/2026 (03:00:00 - 03:59:59),Nina Reed,440712872381.0,,0,1.0,1.0,0.0,0.0,348.71455759937817,348.71455759937817,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,1425.1710442194965,25.859618988340806,1393.909612077871,363.3682084640317,9.25183771136901,5.401813153284494,4.016534319129695,3130.5086213732266,367.38474278316136,363.3682084640317,102.10663584361188
16/01/2026 (03:00:00 - 03:59:59),Ella Scott,440738213751.0,,0,0.0,0.0,0.0,0.0,0.0,144.488548250811,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,492.0520767446133,55.5141085433217,428.7039616339032,0.0,0.0,0.0,0.0,3467.563065272097,0.0,0.0,132.436934727903
16/01/2026 (03:00:00 - 03:59:59),Freya Wright,440705932682.0,,0,4.0,4.0,0.0,1.0,1270.8258636017133,317.7064659004283,0,0,0,0.0,0,1.0,0,0,4.0,5.0,0,0,0,0,1.0,0.0,1018.6065888206418,64.40906594672212,948.698379747998,1344.888112642474,52.0656765370739,21.99657250368688,16.564136599881987,2143.440569554423,1361.452249242356,1344.888112642474,95.10718120322139
16/01/2026 (04:00:00 - 04:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,233.33545472429373,233.33545472429373,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,861.8786072302438,35.513301274397975,813.3065532016628,259.3897923331107,12.99558485463395,13.058752754182997,3.5350252149057146,3067.019450875746,262.9248175480164,259.3897923331107,270.05573157623763
16/01/2026 (04:00:00 - 04:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,0.0,0.0,207.22844457539378,207.22844457539378,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,525.487088624729,50.68084435442893,470.02492005102386,229.08056086052736,17.070792065857354,4.7813242192762395,5.819371258612513,3076.9021561481504,234.89993211913986,229.08056086052736,288.1979117327096
16/01/2026 (04:00:00 - 04:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,156.9468606055743,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,574.3373080233566,55.34523572508523,514.0043773606376,0.0,0.0,0.0,0.0,3347.8668329883917,0.0,0.0,252.13316701160835
16/01/2026 (04:00:00 - 04:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,257.27345112111635,257.27345112111635,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,683.4392448825472,120.3238438972446,558.365379030625,304.97377892891353,42.95030585311957,4.750021954677598,5.372072329270695,3086.1123270352273,310.3458512581842,304.97377892891353,203.54182170658862
16/01/2026 (04:00:00 - 04:59:59),Nina Reed,440712872381.0,,0,3.0,5.0,1.0,1.0,663.9264858921971,221.30882863073236,0,0,0,2.0,0,0.0,0,0,4.0,6.0,0,0,0,0,0.0,2.0,748.3942919484939,69.86267495785887,665.6146411220113,790.3430241114893,87.66561061342131,51.667903474494636,16.445864499835935,2605.7827370771092,806.7888886113252,790.3430241114893,187.42837431156573
16/01/2026 (04:00:00 - 04:59:59),Ella Scott,440738213751.0,,0,1.0,1.0,0.0,0.0,203.16188480042445,203.16188480042445,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,533.5398497078342,56.46432823388299,470.2625566021868,226.58218813207,16.607338459881188,6.812964871764365,3.5852141878532633,3087.2099913640955,230.16740231992327,226.58218813207,282.6226063159811
16/01/2026 (04:00:00 - 04:59:59),Freya Wright,440705932682.0,,0,1.0,1.0,0.0,1.0,237.31681152844175,237.31681152844175,0,0,0,0.0,0,1.0,0,0,1.0,2.0,0,0,0,0,1.0,0.0,867.8256070999682,77.7019730971471,783.8748318896327,267.5640021838301,23.99838854219978,6.24880211318855,4.717971672443517,3055.6574129181636,272.2819738562736,267.5640021838301,272.06061322556286
16/01/2026 (05:00:00 - 05:59:59),Liam Turner,440710619180.0,,0,3.0,5.0,0.0,0.0,579.2443168224765,193.08143894082554,0,0,0,2.0,0,0.0,0,0,3.0,5.0,0,0,0,0,1.0,1.0,814.6392300572176,66.86547804059043,744.758499242666,640.331877177504,52.041802033144094,9.045758321883346,14.196822521781854,2800.4625314031805,654.5286996992859,640.331877177504,145.0087688975335
16/01/2026 (05:00:00 - 05:59:59),Nina Ward,440795892684.0,,0,2.0,2.0,0.0,0.0,346.5826885354681,173.29134426773405,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,782.6424076439121,96.40949563208208,678.2041510959649,433.2165654782102,70.57635511101209,16.057521831730025,7.722380840119241,3001.0988907740857,440.93894631832944,433.2165654782102,157.96216290758517
16/01/2026 (05:00:00 - 05:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,188.3806581891233,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,460.1306156456156,61.578915027050684,394.64603206514585,0.0,0.0,0.0,0.0,3333.2562721371805,0.0,0.0,266.74372786281924
16/01/2026 (05:00:00 - 05:59:59),Theo Bennett,440797064732.0,,0,2.0,2.0,0.0,0.0,374.09000415028447,187.04500207514224,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,665.3622936822817,37.50591066761313,621.6116385220923,417.88801382930285,31.308520693865763,12.489488985152592,11.830336830319622,3073.719082075186,429.71835065962244,417.88801382930285,96.56256726519139
16/01/2026 (05:00:00 - 05:59:59),Nina Reed,440712872381.0,,0,3.0,3.0,0.0,0.0,720.346337773118,240.11544592437266,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,811.0471906071431,229.17973378052278,571.9765495017936,915.9156561753439,165.89659642774555,29.67272197448043,9.991915801909606,2383.7209370824003,925.9075719772535,915.9156561753439,290.371490940346
16/01/2026 (05:00:00 - 05:59:59),Ella Scott,440738213751.0,,0,1.0,1.0,0.0,0.0,408.2571837443336,408.2571837443336,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,1474.0603126847611,77.05649971182746,1391.8842710083673,432.6295497941119,19.252824085211792,5.119541964566488,3.3017513751957352,3053.860477378961,435.93130116930763,432.6295497941119,110.20822145173148
16/01/2026 (05:00:00 - 05:59:59),Freya Wright,440705932682.0,,0,4.0,4.0,0.0,0.0,655.5629481038268,163.8907370259567,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,2.0,0.0,547.3856008607851,21.353983858342126,518.4125759981158,716.5155982823646,30.47648616122927,30.47616401730862,16.52938887465818,2588.263927491015,733.0449871570228,716.5155982823646,278.69108535196267
16/01/2026 (06:00:00 - 06:59:59),Liam Turner,440710619180.0,,0,3.0,3.0,0.0,0.0,840.6284420086182,280.2094806695394,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,3.0,0.0,955.3783661269158,70.861496215263,880.3062791112625,937.0097794450604,83.74956503527122,12.631772401170913,17.422245799761654,2563.5147132330985,954.4320252448221,937.0097794450604,82.05326152207945
16/01/2026 (06:00:00 - 06:59:59),Nina Ward,440795892684.0,,0,2.0,2.0,0.0,0.0,745.3628629043561,372.68143145217806,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,1540.849473465072,62.808441618498385,1472.9682258116986,804.0697400045967,48.561265030490645,10.14561206975002,9.188574997709019,2602.495372766726,813.2583150023057,804.0697400045967,184.24631223096839
16/01/2026 (06:00:00 - 06:59:59),Ruby Bennett,440776845445.0,,0,2.0,3.0,0.0,0.0,353.5869657408448,176.7934828704224,0,0,0,1.0,0,0.0,0,0,2.0,3.0,0,0,0,0,1.0,1.0,532.8979875020801,58.1077103006667,463.0317633638378,413.22062768407596,36.11663426807985,23.51702767515132,10.623372206975002,2989.363154012316,423.84399989105094,413.22062768407596,186.79284609663318
16/01/2026 (06:00:00 - 06:59:59),Theo Bennett,440797064732.0,,0,3.0,3.0,0.0,0.0,534.7325752899667,178.24419176332222,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,0.0,0.0,542.1324472542565,94.86639356154654,439.2122902738247,623.3025354076192,64.4086698609971,24.16129025665545,14.153626553011804,2663.2033334355087,637.456161960631,623.3025354076192,299.34050460386004
16/01/2026 (06:00:00 - 06:59:59),Nina Reed,440712872381.0,,0,4.0,4.0,0.0,0.0,1735.3439835045197,433.8359958761299,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,2.0,0.0,1109.550710308693,26.588954373812125,1076.0302368636926,1806.2997113587844,43.22965156951231,27.726076284752573,15.06394074460686,1485.838675491343,1821.3636521033914,1806.2997113587844,292.7976724052656
16/01/2026 (06:00:00 - 06:59:59),Ella Scott,440738213751.0,,0,4.0,4.0,0.0,0.0,707.9592077895002,176.98980194737504,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,4.0,0.0,616.9653907744602,117.0688662893222,490.1607384343151,843.0968647463369,96.194512753545,38.943144203291645,14.459119383077297,2665.3638946673213,857.5559841294142,843.0968647463369,77.08012120326416
16/01/2026 (06:00:00 - 06:59:59),Freya Wright,440705932682.0,,0,1.0,1.0,0.0,0.0,262.93176244690363,262.93176244690363,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,951.124379001514,42.22750042162431,899.2120444309968,289.94600661790116,17.329410022104682,9.684834148892813,4.239279224537184,3237.705160586996,294.18528584243836,289.94600661790116,68.10955357056562
16/01/2026 (07:00:00 - 07:59:59),Liam Turner,440710619180.0,,0,2.0,2.0,0.0,0.0,791.0561076783217,395.52805383916086,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,1609.2735670041898,38.12790632493882,1564.4308602535475,820.1656490642866,15.679940534558106,13.429600851406821,8.10178368600139,2679.5533888973573,828.267432750288,820.1656490642866,92.17917835235455
16/01/2026 (07:00:00 - 07:59:59),Nina Ward,440795892684.0,,0,3.0,4.0,0.0,0.0,770.3356309514447,256.7785436504816,0,0,0,1.0,0,0.0,0,0,3.0,4.0,0,0,0,0,1.0,0.0,689.8004101903689,21.801122300750343,660.4873187433819,824.0809432826443,31.209404892489488,22.535907438710044,13.85326214669075,2601.8889308492576,837.9342054293351,824.0809432826443,160.1768637214072
16/01/2026 (07:00:00 - 07:59:59),Ruby Bennett,440776845445.0,,0,2.0,2.0,0.0,0.0,439.22811274173324,219.61405637086662,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,814.0564363951092,36.5882194855222,769.2796055260478,483.0141533644746,27.408817855663123,16.377222767078266,7.417273177304339,3018.6988265818727,490.431426541779,483.0141533644746,90.86974687634824
16/01/2026 (07:00:00 - 07:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,179.0791335751493,179.0791335751493,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,501.4841377448357,46.28699805995042,450.6776214609883,204.8006393706893,21.201987571643013,4.519518223897001,5.744090828992235,3212.109531821968,210.54473019968154,204.8006393706893,177.34573797835031
16/01/2026 (07:00:00 - 07:59:59),Nina Reed,440712872381.0,,0,4.0,5.0,0.0,0.0,1437.1622291501333,359.2905572875333,0,0,0,1.0,0,0.0,0,0,4.0,5.0,0,0,0,0,1.0,0.0,1234.457528754553,132.59788891925032,1096.6855868487728,1607.3403514147517,149.4819103184988,20.696211946119526,14.663362246329527,1683.2286666827385,1622.0037136610813,1607.3403514147517,294.76761965618005
16/01/2026 (07:00:00 - 07:59:59),Ella Scott,440738213751.0,,0,3.0,3.0,0.0,0.0,567.135139428281,189.0450464760937,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,621.2677766843308,102.76833324855555,511.4668072819456,654.2573282162396,66.02428032646931,21.097908461489183,16.01051267707187,2808.4889294579784,670.2678408933115,654.2573282162396,121.24322964871013
16/01/2026 (07:00:00 - 07:59:59),Freya Wright,440705932682.0,,0,2.0,3.0,0.0,0.0,398.2313929028905,199.11569645144525,0,0,0,1.0,0,0.0,0,0,2.0,3.0,0,0,0,0,1.0,1.0,702.2915165833089,99.95180392289402,596.8118706702744,449.658417886093,40.371341002921625,11.055683980280916,10.472821028117247,3044.379466928044,460.13123891421026,449.658417886093,95.48929415774529
16/01/2026 (08:00:00 - 08:59:59),Liam Turner,440710619180.0,,0,5.0,6.0,1.0,1.0,1650.18706061109,330.037412122218,0,0,0,1.0,0,0.0,0,0,6.0,7.0,0,0,0,0,4.0,0.0,1032.1842839381063,18.371457844771022,1006.6864908189987,1728.1998194436349,42.38108246086106,42.758011646020535,29.27637031633263,1589.6444818289792,1757.4761897599674,1728.1998194436349,252.8793284110534
16/01/2026 (08:00:00 - 08:59:59),Nina Ward,440795892684.0,,0,3.0,3.0,1.0,1.0,530.7404000248159,176.91346667493866,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,2.0,0.0,503.9106948270604,63.4432044234491,433.37608661988037,594.437394703422,42.422783327413256,28.365615134923704,13.092388400148526,2878.3979036798883,607.5297831035705,594.437394703422,114.07231321654106
16/01/2026 (08:00:00 - 08:59:59),Ruby Bennett,440776845445.0,,0,7.0,7.0,0.0,0.0,1180.5712025934322,168.65302894191888,0,0,0,0.0,0,0.0,0,0,7.0,7.0,0,0,0,0,2.0,0.0,473.62770556566306,73.75152233937914,392.49116665447536,1379.6039876903706,147.33766909427828,51.6951160026602,34.10553300073724,1917.7362154197617,1413.7095206911079,1379.6039876903706,268.5542638891303
16/01/2026 (08:00:00 - 08:59:59),Theo Bennett,440797064732.0,,0,6.0,7.0,0.0,0.0,862.2753112876785,143.71255188127975,0,0,0,1.0,0,0.0,0,0,6.0,7.0,0,0,0,0,1.0,0.0,497.4619946971628,55.79206111056119,434.9164283420894,987.988573296696,85.19223054194384,40.521031467073584,24.13460864675623,2438.4748629475016,1012.1231819434522,987.988573296696,149.40195510904607
16/01/2026 (08:00:00 - 08:59:59),Nina Reed,440712872381.0,,0,9.0,9.0,1.0,1.0,2625.491799621359,291.72131106903987,0,0,0,0.0,0,0.0,0,0,10.0,10.0,0,0,0,0,0.0,0.0,967.6973616518692,108.4241702718843,853.3050106487218,2996.0027111256186,316.7972849228917,59.681807312631385,48.753469900547344,368.8920999096962,3044.756181026166,2996.0027111256186,186.3517190641379
16/01/2026 (08:00:00 - 08:59:59),Ella Scott,440738213751.0,,0,5.0,5.0,0.0,0.0,574.9454643037268,114.98909286074536,0,0,0,0.0,0,0.0,0,0,5.0,5.0,0,0,0,0,2.0,0.0,490.46475790695445,28.59334431971566,458.1409285973974,630.8233457945591,37.22545654162537,18.652424949206917,18.580769358201394,2811.7387043110443,649.4041151527606,630.8233457945591,138.85718053619485
16/01/2026 (08:00:00 - 08:59:59),Freya Wright,440705932682.0,,0,3.0,3.0,1.0,1.0,519.2957895895811,173.09859652986034,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,2.0,0.0,433.8556083323253,46.28684443615213,384.74975541131056,581.0016841296388,53.24886908546987,11.276033939450432,16.102309731920933,2724.0280243342777,597.1039938615597,581.0016841296388,278.8679818041629
16/01/2026 (09:00:00 - 09:59:59),Liam Turner,440710619180.0,,0,7.0,7.0,2.0,2.0,1171.511970457605,167.35885292251498,0,0,0,0.0,0,0.0,0,0,9.0,9.0,0,0,0,0,2.0,0.0,416.7879251561799,52.46791161660806,356.29849012272865,1323.538779299989,95.87614492448233,72.1937107515883,25.420381739084377,2189.8697670214647,1348.9591610390735,1323.538779299989,61.17107193946177
16/01/2026 (09:00:00 - 09:59:59),Nina Ward,440795892684.0,,0,1.0,3.0,0.0,0.0,543.8556018647807,543.8556018647807,0,0,0,2.0,0,0.0,0,0,1.0,3.0,0,0,0,0,1.0,0.0,1662.729650475897,94.68305566490746,1562.61167938882,568.2870599005007,18.996542613550503,5.434915422169568,4.82089465642671,2735.814983031757,573.1079545569274,568.2870599005007,291.07706241131547
16/01/2026 (09:00:00 - 09:59:59),Ruby Bennett,440776845445.0,,0,3.0,4.0,0.0,0.0,608.885265246448,202.9617550821493,0,0,0,1.0,0,0.0,0,0,3.0,4.0,0,0,0,0,3.0,1.0,642.9359815507504,60.788918506078716,575.7329716445648,672.6673660136993,44.53982656693098,19.242274200320395,14.840246972063143,2657.1403374796755,687.5076129857624,672.6673660136993,255.35204953456207
16/01/2026 (09:00:00 - 09:59:59),Theo Bennett,440797064732.0,,0,4.0,5.0,1.0,1.0,1405.3043867406036,351.3260966851509,0,0,0,1.0,0,0.0,0,0,5.0,6.0,0,0,0,0,0.0,0.0,1315.5767790964417,114.3630107625765,1194.3005936644681,1532.7871062029546,99.83002078476274,34.56587334698514,16.22941924478199,1958.53037896062,1549.0165254477367,1532.7871062029546,92.45309559164286
16/01/2026 (09:00:00 - 09:59:59),Nina Reed,440712872381.0,,0,6.0,6.0,0.0,0.0,1323.6048376978756,220.60080628297925,0,0,0,0.0,0,0.0,0,0,6.0,6.0,0,0,0,0,3.0,0.0,914.3990162694138,106.9689207875763,802.7354788471727,1533.1264161328372,181.35387862697246,28.167699807989358,32.52053108151564,1743.1983114789994,1565.6469472143528,1533.1264161328372,291.15474130664774
16/01/2026 (09:00:00 - 09:59:59),Ella Scott,440738213751.0,,0,8.0,9.0,1.0,1.0,1127.4964062923,140.9370507865375,0,0,0,1.0,0,0.0,0,0,9.0,10.0,0,0,0,0,1.0,1.0,488.7230461886212,23.784068567981294,458.6933683973467,1240.6162476168531,63.15496753820778,56.21048300963866,44.078970236291134,2228.5200315708717,1284.6952178531442,1240.6162476168531,86.78475057598399
16/01/2026 (09:00:00 - 09:59:59),Freya Wright,440705932682.0,,0,9.0,11.0,1.0,1.0,2028.7573952621535,225.4174883624615,0,0,0,2.0,0,0.0,0,0,10.0,12.0,0,0,0,0,0.0,1.0,849.7084143377779,106.2391780059903,734.4284443751112,2375.298740450265,265.17421757802356,90.40791956676378,31.27626636456007,1118.970750263372,2406.575006814825,2375.298740450265,74.4542429218029
16/01/2026 (10:00:00 - 10:59:59),Liam Turner,440710619180.0,,0,5.0,5.0,0.0,0.0,1419.6199577907814,283.9239915581563,0,0,0,0.0,0,0.0,0,0,5.0,5.0,0,0,0,0,4.0,0.0,760.5286651488688,31.072422147973437,727.3382690884309,1480.354321826267,50.14449447316335,10.589869562322336,25.346682613314393,1941.155783028519,1505.7010044395815,1480.354321826267,153.14321253189956
16/01/2026 (10:00:00 - 10:59:59),Nina Ward,440795892684.0,,0,6.0,8.0,0.0,0.0,1623.6260219767635,270.60433699612724,0,0,0,2.0,0,0.0,0,0,6.0,8.0,0,0,0,0,1.0,0.0,904.4098272989322,124.7350136397538,774.4582496531276,1814.4134864070934,159.48808039402502,31.299384036305007,20.043131397688104,1605.1692766365197,1834.4566178047814,1814.4134864070934,160.37410555869877
16/01/2026 (10:00:00 - 10:59:59),Ruby Bennett,440776845445.0,,0,6.0,6.0,0.0,0.0,1107.1700117453909,184.52833529089847,0,0,0,0.0,0,0.0,0,0,6.0,6.0,0,0,0,0,4.0,0.0,512.0544336716979,66.69041306854577,440.8890066738843,1254.3855566467973,120.3654613257995,26.85008357560702,18.817329596656602,2081.679389638714,1273.202886243454,1254.3855566467973,245.1177241178321
16/01/2026 (10:00:00 - 10:59:59),Theo Bennett,440797064732.0,,0,6.0,6.0,0.0,0.0,1230.3700957389708,205.0616826231618,0,0,0,0.0,0,0.0,0,0,6.0,6.0,0,0,0,0,4.0,0.0,907.7606595222129,114.42000730574038,789.7420373338861,1408.9593118432301,156.99752680874016,21.59168929551925,24.099444828227156,2009.8455124033235,1433.0587566714573,1408.9593118432301,157.0957309252189
16/01/2026 (10:00:00 - 10:59:59),Nina Reed,440712872381.0,,0,9.0,11.0,0.0,0.0,2530.6838716813595,281.1870968534844,0,0,0,2.0,0,0.0,0,0,9.0,11.0,0,0,0,0,0.0,2.0,914.734392501324,134.9486204146957,773.8026534871874,2893.34655754173,308.81461846540276,53.84806739496834,36.34829914850004,529.0135528541512,2929.69485669023,2893.34655754173,141.2915904556187
16/01/2026 (10:00:00 - 10:59:59),Ella Scott,440738213751.0,,0,9.0,11.0,0.0,0.0,2368.639573300341,263.182174811149,0,0,0,2.0,0,0.0,0,0,9.0,11.0,0,0,0,0,0.0,2.0,690.8799473879154,29.957443498590187,656.1677317507593,2512.034364811208,100.60184226377467,42.792949247092174,51.08184628960291,938.0279470848986,2563.1162111008107,2512.034364811208,98.85584181429073
16/01/2026 (10:00:00 - 10:59:59),Freya Wright,440705932682.0,,0,7.0,7.0,0.0,0.0,1711.1916332704166,244.4559476100595,0,0,0,0.0,0,0.0,0,0,7.0,7.0,0,0,0,0,1.0,0.0,796.839533064557,35.45962537169179,755.014992668437,1873.2609160687502,117.51487762733618,44.554405170997626,27.270024944778847,1615.0367341333827,1900.5309410135292,1873.2609160687502,84.43232485308806
16/01/2026 (11:00:00 - 11:59:59),Liam Turner,440710619180.0,,0,11.0,14.0,1.0,1.0,2569.964526752617,233.63313879569247,0,0,0,3.0,0,0.0,0,0,12.0,15.0,0,0,0,0,1.0,2.0,735.9750359386429,60.76066028138172,669.6083871971495,2897.985466141598,266.3550663277523,67.27186152134051,37.39760922130587,385.2491937739351,2935.383075362904,2897.985466141598,279.3677308631609
16/01/2026 (11:00:00 - 11:59:59),Nina Ward,440795892684.0,,0,3.0,3.0,1.0,1.0,681.6055459520414,227.20184865068046,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,2.0,0.0,813.3640542460986,34.54402446869314,771.508821327566,755.2597114897328,51.720540188172976,29.244833799357966,12.705956919633035,2663.1009986572803,767.9656684093659,755.2597114897328,168.93333293335368
16/01/2026 (11:00:00 - 11:59:59),Ruby Bennett,440776845445.0,,0,1.0,1.0,1.0,1.0,166.07117492631576,166.07117492631576,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,0.0,0.0,551.6600569056047,63.66649985314211,482.498111998585,185.13518415473095,13.568564174537572,10.990890107755202,3.644588539908903,3153.489035084121,188.77977269463986,185.13518415473095,257.731192221239
16/01/2026 (11:00:00 - 11:59:59),Theo Bennett,440797064732.0,,0,5.0,5.0,1.0,2.0,457.2741594678387,91.45483189356773,0,0,0,0.0,0,1.0,0,0,6.0,7.0,0,0,0,0,3.0,0.0,284.6131198789082,54.874800164283876,223.00519369549886,552.8278317048538,61.88804214138801,40.39875611475263,18.117064486187815,2861.0955828797546,570.9448961910416,552.8278317048538,167.95952092920373
16/01/2026 (11:00:00 - 11:59:59),Nina Reed,440712872381.0,,0,7.0,9.0,0.0,0.0,1601.02339261621,228.71762751660142,0,0,0,2.0,0,0.0,0,0,7.0,9.0,0,0,0,0,1.0,1.0,626.6063949798105,98.76381922465565,521.9360227066456,1792.7758336099828,150.40656965420843,41.34587133956433,32.604378689720704,1633.9006598170863,1825.3802122997035,1792.7758336099828,140.71912788321015
16/01/2026 (11:00:00 - 11:59:59),Ella Scott,440738213751.0,,0,14.0,17.0,2.0,2.0,5231.971355098709,373.71223964990776,0,0,0,3.0,0,0.0,0,0,16.0,19.0,0,0,0,0,0.0,2.0,1317.808168904344,120.59008986558904,1191.8206324187263,5672.794529783392,365.258922004283,86.35914592045837,66.18833875013917,0.0,3600.0,3600.0,241.37842241534082
16/01/2026 (11:00:00 - 11:59:59),Freya Wright,440705932682.0,,0,6.0,6.0,2.0,2.0,2393.6399524683075,398.9399920780512,0,0,0,0.0,0,0.0,0,0,8.0,8.0,0,0,0,0,0.0,0.0,1493.173505108841,62.972166895930734,1423.8372525398531,2607.0961345837914,175.2716680771415,50.91268538445689,35.359125326164616,732.6299079576522,2642.455259909956,2607.0961345837914,224.91483213239164
